Source,Target,Label
http://example.org/entity//m/01l2fn,http://example.org/entity//m/01dzq6,http://example.org/relation//people/person/places_lived./people/place_lived/location
http://example.org/entity//m/0kzy0,http://example.org/entity//m/08mbj5d,http://example.org/relation//common/topic/webpage./common/webpage/category
http://example.org/entity//m/04dn09n,http://example.org/entity//m/0g5b0q5,http://example.org/relation//award/award_category/winners./award/award_honor/ceremony
http://example.org/entity//m/02g_6x,http://example.org/entity//m/0wsr,http://example.org/relation//sports/sports_position/players./sports/sports_team_roster/team
http://example.org/entity//m/01fscv,http://example.org/entity//m/08mbj5d,http://example.org/relation//common/topic/webpage./common/webpage/category
http://example.org/entity//m/050zr4,http://example.org/entity//m/06q8qh,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/0194d,http://example.org/entity//m/03ryn,http://example.org/relation//olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
http://example.org/entity//m/02_j7t,http://example.org/entity//m/05zppz,http://example.org/relation//people/person/gender
http://example.org/entity//m/0mhfr,http://example.org/entity//m/0pkyh,http://example.org/relation//music/genre/artists
http://example.org/entity//m/02dth1,http://example.org/entity//m/0bdwqv,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/045931,http://example.org/entity//m/01cssf,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/03qlv7,http://example.org/entity//m/03t22m,http://example.org/relation//music/performance_role/guest_performances./music/recording_contribution/performance_role
http://example.org/entity//m/01wy5m,http://example.org/entity//m/043tvp3,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/0b90_r,http://example.org/entity//m/02j71,http://example.org/relation//base/aareas/schema/administrative_area/administrative_parent
http://example.org/entity//m/04gv3db,http://example.org/entity//m/02h40lc,http://example.org/relation//film/film/language
http://example.org/entity//m/06b0d2,http://example.org/entity//m/02hrh1q,http://example.org/relation//people/person/profession
http://example.org/entity//m/01s7w3,http://example.org/entity//m/056wb,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0bx0lc,http://example.org/entity//m/0f830f,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/05sy_5,http://example.org/entity//m/07fb8_,http://example.org/relation//film/film/film_format
http://example.org/entity//m/035qy,http://example.org/entity//m/0jdx,http://example.org/relation//location/location/adjoin_s./location/adjoining_relationship/adjoins
http://example.org/entity//m/02l4rh,http://example.org/entity//m/016gr2,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/0krdk,http://example.org/entity//m/01dfb6,http://example.org/relation//business/job_title/people_with_this_title./business/employment_tenure/company
http://example.org/entity//m/02p3cr5,http://example.org/entity//m/01wbz9,http://example.org/relation//music/record_label/artist
http://example.org/entity//m/07fj_,http://example.org/entity//m/03_r_5,http://example.org/relation//sports/sports_team_location/teams
http://example.org/entity//m/02_p8v,http://example.org/entity//m/049d1,http://example.org/relation//people/person/place_of_birth
http://example.org/entity//m/01rhl,http://example.org/entity//m/02fsn,http://example.org/relation//music/performance_role/track_performances./music/track_contribution/role
http://example.org/entity//m/04sry,http://example.org/entity//m/0c8wxp,http://example.org/relation//people/person/religion
http://example.org/entity//m/06m_5,http://example.org/entity//m/01sg4_,http://example.org/relation//location/location/contains
http://example.org/entity//m/01rthc,http://example.org/entity//m/01hrqc,http://example.org/relation//music/genre/artists
http://example.org/entity//m/01qzyz,http://example.org/entity//m/05r5c,http://example.org/relation//music/performance_role/regular_performances./music/group_membership/role
http://example.org/entity//m/0139q5,http://example.org/entity//m/064_8sq,http://example.org/relation//people/person/languages
http://example.org/entity//m/0h095,http://example.org/entity//m/08mbj5d,http://example.org/relation//common/topic/webpage./common/webpage/category
http://example.org/entity//m/06w58f,http://example.org/entity//m/06j0md,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0h2zvzr,http://example.org/entity//m/03rk0,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/02pqgt8,http://example.org/entity//m/07mgr,http://example.org/relation//people/person/places_lived./people/place_lived/location
http://example.org/entity//m/0gx1bnj,http://example.org/entity//m/092kgw,http://example.org/relation//film/film/produced_by
http://example.org/entity//m/01k60v,http://example.org/entity//m/0hrcs29,http://example.org/relation//film/film/film_festivals
http://example.org/entity//m/03_d0,http://example.org/entity//m/012z8_,http://example.org/relation//music/genre/artists
http://example.org/entity//m/05nqq3,http://example.org/entity//m/018gz8,http://example.org/relation//people/person/profession
http://example.org/entity//m/02w29z,http://example.org/entity//m/0btbyn,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/02bxd,http://example.org/entity//m/026t6,http://example.org/relation//music/performance_role/track_performances./music/track_contribution/role
http://example.org/entity//m/03g90h,http://example.org/entity//m/0br1w,http://example.org/relation//film/film/story_by
http://example.org/entity//m/041rx,http://example.org/entity//m/03_vx9,http://example.org/relation//people/ethnicity/people
http://example.org/entity//m/0d29z,http://example.org/entity//m/06qd3,http://example.org/relation//people/ethnicity/geographic_distribution
http://example.org/entity//m/019f4v,http://example.org/entity//m/0fy66,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/047g8h,http://example.org/entity//m/01ct6,http://example.org/relation//sports/sports_position/players./sports/sports_team_roster/team
http://example.org/entity//m/0gh65c5,http://example.org/entity//m/04gzd,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/0bdw1g,http://example.org/entity//m/030b93,http://example.org/relation//award/award_category/winners./award/award_honor/award_winner
http://example.org/entity//m/0blpg,http://example.org/entity//m/06cvj,http://example.org/relation//film/film/genre
http://example.org/entity//m/059j2,http://example.org/entity//m/0f8l9c,http://example.org/relation//military/military_combatant/military_conflicts./military/military_combatant_group/combatants
http://example.org/entity//m/04h68j,http://example.org/entity//m/02krf9,http://example.org/relation//people/person/profession
http://example.org/entity//m/0l98s,http://example.org/entity//m/071t0,http://example.org/relation//user/jg/default_domain/olympic_games/sports
http://example.org/entity//m/02lgfh,http://example.org/entity//m/01l1sq,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/04g4n,http://example.org/entity//m/01b_lz,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/089tm,http://example.org/entity//m/02f73b,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/06p8m,http://example.org/entity//m/06nm1,http://example.org/relation//base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language
http://example.org/entity//m/05683cn,http://example.org/entity//m/0gq_v,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/04dn09n,http://example.org/entity//m/0m313,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/0xhtw,http://example.org/entity//m/0mjn2,http://example.org/relation//music/genre/artists
http://example.org/entity//m/05fgt1,http://example.org/entity//m/07s9rl0,http://example.org/relation//film/film/genre
http://example.org/entity//m/034qrh,http://example.org/entity//m/0mdqp,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award_winner
http://example.org/entity//m/03vgp7,http://example.org/entity//m/09c7w0,http://example.org/relation//people/person/nationality
http://example.org/entity//m/0c4f4,http://example.org/entity//m/06hhrs,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/047xyn,http://example.org/entity//m/0dz46,http://example.org/relation//award/award_category/winners./award/award_honor/award_winner
http://example.org/entity//m/02cg7g,http://example.org/entity//m/0498y,http://example.org/relation//government/legislative_session/members./government/government_position_held/district_represented
http://example.org/entity//m/0jtg0,http://example.org/entity//m/0342h,http://example.org/relation//music/performance_role/track_performances./music/track_contribution/role
http://example.org/entity//m/01yg9y,http://example.org/entity//m/06n7h7,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/04wg38,http://example.org/entity//m/01d_h8,http://example.org/relation//people/person/profession
http://example.org/entity//m/0djc3s,http://example.org/entity//m/01c72t,http://example.org/relation//people/person/profession
http://example.org/entity//m/0y3_8,http://example.org/entity//m/01w5n51,http://example.org/relation//music/genre/artists
http://example.org/entity//m/0j_t1,http://example.org/entity//m/07ssc,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/01c9jp,http://example.org/entity//m/09n4nb,http://example.org/relation//award/award_category/winners./award/award_honor/ceremony
http://example.org/entity//m/0h5g_,http://example.org/entity//m/03t79f,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/0c9xjl,http://example.org/entity//m/05qbckf,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/0dgrwqr,http://example.org/entity//m/01znc_,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/045zr,http://example.org/entity//m/05r5c,http://example.org/relation//music/artist/track_contributions./music/track_contribution/role
http://example.org/entity//m/0c4f4,http://example.org/entity//m/01g63y,http://example.org/relation//people/person/spouse_s./people/marriage/type_of_union
http://example.org/entity//m/0bdx29,http://example.org/entity//m/015ppk,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/09g90vz,http://example.org/entity//m/09r9dp,http://example.org/relation//award/award_ceremony/awards_presented./award/award_honor/award_winner
http://example.org/entity//m/027hm_,http://example.org/entity//m/0yj9v,http://example.org/relation//people/person/places_lived./people/place_lived/location
http://example.org/entity//m/019f4v,http://example.org/entity//m/0jgwf,http://example.org/relation//award/award_category/winners./award/award_honor/award_winner
http://example.org/entity//m/057__d,http://example.org/entity//m/016tt2,http://example.org/relation//film/film/production_companies
http://example.org/entity//m/01qzt1,http://example.org/entity//m/01kcms4,http://example.org/relation//music/genre/artists
http://example.org/entity//m/02w9sd7,http://example.org/entity//m/0170xl,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/01w8g3,http://example.org/entity//m/05p553,http://example.org/relation//film/film/genre
http://example.org/entity//m/0kv238,http://example.org/entity//m/03h64,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/074w86,http://example.org/entity//m/02h40lc,http://example.org/relation//film/film/language
http://example.org/entity//m/0dbbz,http://example.org/entity//m/0ywrc,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/02pxmgz,http://example.org/entity//m/09zzb8,http://example.org/relation//film/film/other_crew./film/film_crew_gig/film_crew_role
http://example.org/entity//m/0k269,http://example.org/entity//m/0g5838s,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/01rzqj,http://example.org/entity//m/05dtwm,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/04g3p5,http://example.org/entity//m/01pcmd,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/028_yv,http://example.org/entity//m/0prpt,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue
http://example.org/entity//m/0fgpvf,http://example.org/entity//m/0cj16,http://example.org/relation//film/film/film_format
http://example.org/entity//m/04ykg,http://example.org/entity//m/04n6k,http://example.org/relation//user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy
http://example.org/entity//m/0fd3y,http://example.org/entity//m/03fbc,http://example.org/relation//music/genre/artists
http://example.org/entity//m/01pcq3,http://example.org/entity//m/06w2yp9,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/01l47f5,http://example.org/entity//m/0dz3r,http://example.org/relation//people/person/profession
http://example.org/entity//m/0dq626,http://example.org/entity//m/029j_,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium
http://example.org/entity//m/033hn8,http://example.org/entity//m/016376,http://example.org/relation//music/record_label/artist
http://example.org/entity//m/05q8pss,http://example.org/entity//m/0258dh,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/05dtwm,http://example.org/entity//m/04tqtl,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/03y82t6,http://example.org/entity//m/015_1q,http://example.org/relation//people/person/employment_history./business/employment_tenure/company
http://example.org/entity//m/04q7r,http://example.org/entity//m/0214km,http://example.org/relation//music/performance_role/track_performances./music/track_contribution/role
http://example.org/entity//m/01vsy3q,http://example.org/entity//m/01w60_p,http://example.org/relation//influence/influence_node/influenced_by
http://example.org/entity//m/018j2,http://example.org/entity//m/01dnws,http://example.org/relation//music/performance_role/regular_performances./music/group_membership/role
http://example.org/entity//m/03t1s,http://example.org/entity//m/03bdv,http://example.org/relation//location/location/time_zones
http://example.org/entity//m/024lt6,http://example.org/entity//m/05p553,http://example.org/relation//film/film/genre
http://example.org/entity//m/0557q,http://example.org/entity//m/01tl50z,http://example.org/relation//music/genre/artists
http://example.org/entity//m/02nzb8,http://example.org/entity//m/0d2psv,http://example.org/relation//sports/sports_position/players./sports/sports_team_roster/team
http://example.org/entity//m/07s9rl0,http://example.org/entity//m/025rvx0,http://example.org/relation//media_common/netflix_genre/titles
http://example.org/entity//m/01ft14,http://example.org/entity//m/0c4xc,http://example.org/relation//tv/tv_program/genre
http://example.org/entity//m/0151b0,http://example.org/entity//m/06ncr,http://example.org/relation//music/performance_role/regular_performances./music/group_membership/role
http://example.org/entity//m/08g5q7,http://example.org/entity//m/06wvj,http://example.org/relation//people/cause_of_death/people
http://example.org/entity//m/02ryz24,http://example.org/entity//m/0ch6mp2,http://example.org/relation//film/film/other_crew./film/film_crew_gig/film_crew_role
http://example.org/entity//m/0dn3n,http://example.org/entity//m/05zr6wv,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/02v703,http://example.org/entity//m/015882,http://example.org/relation//award/award_category/winners./award/award_honor/award_winner
http://example.org/entity//m/01mqnr,http://example.org/entity//m/0gqy2,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/0b25vg,http://example.org/entity//m/047d21r,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/049qx,http://example.org/entity//m/02h40lc,http://example.org/relation//people/person/languages
http://example.org/entity//m/0hcm7,http://example.org/entity//m/0dgrmp,http://example.org/relation//soccer/football_team/current_roster./sports/sports_team_roster/position
http://example.org/entity//m/0d1w9,http://example.org/entity//m/07jnt,http://example.org/relation//film/film_subject/films
http://example.org/entity//m/0jtg0,http://example.org/entity//m/04q7r,http://example.org/relation//music/performance_role/track_performances./music/track_contribution/role
http://example.org/entity//m/06qjgc,http://example.org/entity//m/02tb17,http://example.org/relation//people/person/places_lived./people/place_lived/location
http://example.org/entity//m/01nds,http://example.org/entity//m/020mfr,http://example.org/relation//business/business_operation/industry
http://example.org/entity//m/07l4zhn,http://example.org/entity//m/02l7c8,http://example.org/relation//film/film/genre
http://example.org/entity//m/0kszw,http://example.org/entity//m/027571b,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/02_xgp2,http://example.org/entity//m/01mpwj,http://example.org/relation//education/educational_degree/people_with_this_degree./education/education/institution
http://example.org/entity//m/086k8,http://example.org/entity//m/08ct6,http://example.org/relation//film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
http://example.org/entity//m/0dlglj,http://example.org/entity//m/01qscs,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/04vr_f,http://example.org/entity//m/057xs89,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award
http://example.org/entity//m/025jfl,http://example.org/entity//m/08mbj5d,http://example.org/relation//common/topic/webpage./common/webpage/category
http://example.org/entity//m/07bwr,http://example.org/entity//m/09zzb8,http://example.org/relation//film/film/other_crew./film/film_crew_gig/film_crew_role
http://example.org/entity//m/02wgln,http://example.org/entity//m/02v_r7d,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/0hvb2,http://example.org/entity//m/016vg8,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/016z7s,http://example.org/entity//m/05p553,http://example.org/relation//film/film/genre
http://example.org/entity//m/0h1v19,http://example.org/entity//m/04jpl,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/06pj8,http://example.org/entity//m/0cc8l6d,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/04dn09n,http://example.org/entity//m/0p9tm,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/04jkpgv,http://example.org/entity//m/09nqf,http://example.org/relation//film/film/estimated_budget./measurement_unit/dated_money_value/currency
http://example.org/entity//m/0dgrmp,http://example.org/entity//m/0272vm,http://example.org/relation//sports/sports_position/players./sports/sports_team_roster/team
http://example.org/entity//m/03rl1g,http://example.org/entity//m/07b_l,http://example.org/relation//government/legislative_session/members./government/government_position_held/district_represented
http://example.org/entity//m/0253b6,http://example.org/entity//m/0tc7,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/01ksr1,http://example.org/entity//m/03lq43,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/02nzb8,http://example.org/entity//m/01zhs3,http://example.org/relation//sports/sports_position/players./sports/sports_team_roster/team
http://example.org/entity//m/018pj3,http://example.org/entity//m/02fsn,http://example.org/relation//music/group_member/membership./music/group_membership/role
http://example.org/entity//m/03q3sy,http://example.org/entity//m/03q3x5,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/05ccxr,http://example.org/entity//m/01c72t,http://example.org/relation//people/person/profession
http://example.org/entity//m/02cyfz,http://example.org/entity//m/0bth54,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/0f5xn,http://example.org/entity//m/0gqy2,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/08w7vj,http://example.org/entity//m/02l6dy,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0g9lm2,http://example.org/entity//m/03qmx_f,http://example.org/relation//film/film/produced_by
http://example.org/entity//m/02cx90,http://example.org/entity//m/0sbv7,http://example.org/relation//music/artist/origin
http://example.org/entity//m/014mlp,http://example.org/entity//m/0bwfn,http://example.org/relation//education/educational_degree/people_with_this_degree./education/education/institution
http://example.org/entity//m/0bl3nn,http://example.org/entity//m/03mdw3c,http://example.org/relation//film/film/film_production_design_by
http://example.org/entity//m/060c4,http://example.org/entity//m/02j416,http://example.org/relation//organization/role/leaders./organization/leadership/organization
http://example.org/entity//m/0pb33,http://example.org/entity//m/01jfsb,http://example.org/relation//film/film/genre
http://example.org/entity//m/016z2j,http://example.org/entity//m/0bc1yhb,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/02c638,http://example.org/entity//m/0lsxr,http://example.org/relation//film/film/genre
http://example.org/entity//m/01wk3c,http://example.org/entity//m/0bfvd4,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/09qrn4,http://example.org/entity//m/03nnm4t,http://example.org/relation//award/award_category/winners./award/award_honor/ceremony
http://example.org/entity//m/03w1v2,http://example.org/entity//m/027dtv3,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0gs9p,http://example.org/entity//m/0k4fz,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/01n7q,http://example.org/entity//m/06b7s9,http://example.org/relation//location/location/contains
http://example.org/entity//m/01vs14j,http://example.org/entity//m/09jwl,http://example.org/relation//people/person/profession
http://example.org/entity//m/0879bpq,http://example.org/entity//m/0345h,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/069ld1,http://example.org/entity//m/0276jmv,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/033g4d,http://example.org/entity//m/02mslq,http://example.org/relation//film/film/music
http://example.org/entity//m/02sfnv,http://example.org/entity//m/0fr0t,http://example.org/relation//film/film/featured_film_locations
http://example.org/entity//m/01wy6,http://example.org/entity//m/03t22m,http://example.org/relation//music/performance_role/guest_performances./music/recording_contribution/performance_role
http://example.org/entity//m/0btpm6,http://example.org/entity//m/0735l,http://example.org/relation//film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium
http://example.org/entity//m/0rs6x,http://example.org/entity//m/0jbk9,http://example.org/relation//location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source
http://example.org/entity//m/02k_px,http://example.org/entity//m/0jgd,http://example.org/relation//location/administrative_division/country
http://example.org/entity//m/0dbxy,http://example.org/entity//m/09c7w0,http://example.org/relation//people/ethnicity/geographic_distribution
http://example.org/entity//m/064jjy,http://example.org/entity//m/01d_h8,http://example.org/relation//people/person/profession
http://example.org/entity//m/027r9t,http://example.org/entity//m/02r96rf,http://example.org/relation//film/film/other_crew./film/film_crew_gig/film_crew_role
http://example.org/entity//m/01w0yrc,http://example.org/entity//m/02hrh1q,http://example.org/relation//people/person/profession
http://example.org/entity//m/0ff3y,http://example.org/entity//m/07dnx,http://example.org/relation//influence/influence_node/influenced_by
http://example.org/entity//m/06mxs,http://example.org/entity//m/040fb,http://example.org/relation//travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
http://example.org/entity//m/08phg9,http://example.org/entity//m/03l3jy,http://example.org/relation//award/award_winning_work/awards_won./award/award_honor/award_winner
http://example.org/entity//m/03bx0bm,http://example.org/entity//m/01vj9c,http://example.org/relation//music/performance_role/regular_performances./music/group_membership/role
http://example.org/entity//m/02778yp,http://example.org/entity//m/02778tk,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/01rh0w,http://example.org/entity//m/0d1pc,http://example.org/relation//people/person/profession
http://example.org/entity//m/056zf9,http://example.org/entity//m/02nzb8,http://example.org/relation//soccer/football_team/current_roster./soccer/football_roster_position/position
http://example.org/entity//m/01w5m,http://example.org/entity//m/02jtjz,http://example.org/relation//education/educational_institution/students_graduates./education/education/student
http://example.org/entity//m/01r3hr,http://example.org/entity//m/06x76,http://example.org/relation//sports/sports_position/players./sports/sports_team_roster/team
http://example.org/entity//m/015lhm,http://example.org/entity//m/01wyy_,http://example.org/relation//base/popstra/celebrity/friendship./base/popstra/friendship/participant
http://example.org/entity//m/01541z,http://example.org/entity//m/05wqr1,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/046rfv,http://example.org/entity//m/02h40lc,http://example.org/relation//people/person/languages
http://example.org/entity//m/0f6_x,http://example.org/entity//m/0f4x7,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/01w40h,http://example.org/entity//m/0dw4g,http://example.org/relation//music/record_label/artist
http://example.org/entity//m/01vsykc,http://example.org/entity//m/017vkx,http://example.org/relation//award/award_winner/awards_won./award/award_honor/award_winner
http://example.org/entity//m/0f_y9,http://example.org/entity//m/02cl1,http://example.org/relation//people/person/places_lived./people/place_lived/location
http://example.org/entity//m/0879bpq,http://example.org/entity//m/0chghy,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/058z1hb,http://example.org/entity//m/05zppz,http://example.org/relation//people/person/gender
http://example.org/entity//m/027ct7c,http://example.org/entity//m/01t_vv,http://example.org/relation//film/film/genre
http://example.org/entity//m/03bwzr4,http://example.org/entity//m/01q0kg,http://example.org/relation//education/educational_degree/people_with_this_degree./education/education/institution
http://example.org/entity//m/02f76h,http://example.org/entity//m/018n6m,http://example.org/relation//award/award_category/winners./award/award_honor/award_winner
http://example.org/entity//m/0kxf1,http://example.org/entity//m/05r4w,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/0jyb4,http://example.org/entity//m/06mkj,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/0ggbfwf,http://example.org/entity//m/0k6nt,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/01vvdm,http://example.org/entity//m/025352,http://example.org/relation//people/person/profession
http://example.org/entity//m/067pl7,http://example.org/entity//m/0177z,http://example.org/relation//people/person/place_of_birth
http://example.org/entity//m/0gsg7,http://example.org/entity//m/05nlzq,http://example.org/relation//tv/tv_network/programs./tv/tv_network_duration/program
http://example.org/entity//m/084l5,http://example.org/entity//m/08ns5s,http://example.org/relation//sports/sports_team/roster./american_football/football_roster_position/position
http://example.org/entity//m/02qx69,http://example.org/entity//m/01n5309,http://example.org/relation//base/popstra/celebrity/dated./base/popstra/dated/participant
http://example.org/entity//m/0b9dmk,http://example.org/entity//m/08s_lw,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award_nominee
http://example.org/entity//m/0gs96,http://example.org/entity//m/02yv_b,http://example.org/relation//award/award_category/winners./award/award_honor/ceremony
http://example.org/entity//m/0nr2v,http://example.org/entity//m/03rjj,http://example.org/relation//base/aareas/schema/administrative_area/administrative_parent
http://example.org/entity//m/0879bpq,http://example.org/entity//m/0d05w3,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/0hwbd,http://example.org/entity//m/04j13sx,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/nominated_for
http://example.org/entity//m/0g8st4,http://example.org/entity//m/01qdmh,http://example.org/relation//film/actor/film./film/performance/film
http://example.org/entity//m/0dlngsd,http://example.org/entity//m/05v8c,http://example.org/relation//film/film/release_date_s./film/film_regional_release_date/film_release_region
http://example.org/entity//m/06mn7,http://example.org/entity//m/0d4jl,http://example.org/relation//influence/influence_node/influenced_by
http://example.org/entity//m/07sgfvl,http://example.org/entity//m/02hrh1q,http://example.org/relation//people/person/profession
http://example.org/entity//m/027zz,http://example.org/entity//m/085pr,http://example.org/relation//influence/influence_node/influenced_by
http://example.org/entity//m/017c87,http://example.org/entity//m/0dxtg,http://example.org/relation//people/person/profession
http://example.org/entity//m/02cq61,http://example.org/entity//m/07szy,http://example.org/relation//education/educational_degree/people_with_this_degree./education/education/institution
http://example.org/entity//m/02s529,http://example.org/entity//m/0np9r,http://example.org/relation//people/person/profession
http://example.org/entity//m/02bqy,http://example.org/entity//m/03pp73,http://example.org/relation//education/educational_institution/students_graduates./education/education/student
http://example.org/entity//m/07ng9k,http://example.org/entity//m/0bn8fw,http://example.org/relation//film/film/dubbing_performances./film/dubbing_performance/actor
http://example.org/entity//m/01v1d8,http://example.org/entity//m/0l14qv,http://example.org/relation//music/performance_role/guest_performances./music/recording_contribution/performance_role
http://example.org/entity//m/054krc,http://example.org/entity//m/0g5ptf,http://example.org/relation//award/award_category/nominees./award/award_nomination/nominated_for
http://example.org/entity//m/0558_1,http://example.org/entity//m/0_jm,http://example.org/relation//education/educational_institution/students_graduates./education/education/major_field_of_study
http://example.org/entity//m/02qtywd,http://example.org/entity//m/025mb9,http://example.org/relation//award/award_nominee/award_nominations./award/award_nomination/award
http://example.org/entity//m/0194d,http://example.org/entity//m/04gzd,http://example.org/relation//olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
http://example.org/entity//m/026mg3,http://example.org/entity//m/02cx90,http://example.org/relation//award/award_category/winners./award/award_honor/award_winner
http://example.org/entity//m/0315q3,http://example.org/entity//m/09yrh,http://example.org/relation//base/popstra/celebrity/breakup./base/popstra/breakup/participant
